artifact_type,evidence_class,performance_evidence,audited_measurement,ranking_evidence,base_case_id,base_case_name,profile,profile_note,route_factor,route_distance_km,payload_fraction,payload_mass_kg,reserve_duration_min,cruise_lift_to_drag_ratio,propulsion_efficiency,thermal_availability,usable_depth_of_discharge,end_of_life_state_of_health,maximum_battery_mass_fraction,pack_specific_energy_Wh_kg,pack_specific_power_W_kg,maximum_continuous_c_rate,required_pack_specific_energy_Wh_kg,required_energy_status,feasible,converged,limiting_constraint,battery_mass_kg,battery_mass_fraction,takeoff_mass_kg,nominal_battery_energy_Wh,peak_electrical_power_W,infeasibility_reasons
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,0.65,162.5,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,700.0,900.0,2.0,341.831,bounded,True,True,specific_power,1032.2472758463343,0.22283941559612394,4632.247275846335,599147.5869065474,723708.5650958649,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,0.65,162.5,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1000.0,900.0,2.0,341.831,bounded,True,True,specific_power,1032.2472758463343,0.22283941559612394,4632.247275846335,599147.5869065474,723708.5650958649,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,0.65,162.5,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1500.0,900.0,2.0,341.831,bounded,True,True,specific_power,1032.2472758463343,0.22283941559612394,4632.247275846335,599147.5869065474,723708.5650958649,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,0.65,162.5,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,300.0,1300.0,3.0,217.434,bounded,True,True,energy,1349.0958062566137,0.27259440089058207,4949.095806256613,404728.74187698413,694718.5344490731,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,0.65,162.5,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,500.0,1300.0,3.0,217.434,bounded,True,True,energy,722.9297322888605,0.1672314326298547,4322.929732288861,361464.86614443024,611186.8285728259,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,0.65,162.5,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,700.0,1300.0,3.0,217.434,bounded,True,True,specific_power,508.04145866181244,0.12366999305486709,4108.041458661813,346617.5271891636,582520.3365016341,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,0.65,162.5,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1000.0,1300.0,3.0,217.434,bounded,True,True,specific_power,508.04145866181244,0.12366999305486709,4108.041458661813,346617.5271891636,582520.3365016341,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,0.65,162.5,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1500.0,1300.0,3.0,217.434,bounded,True,True,specific_power,508.04145866181244,0.12366999305486709,4108.041458661813,346617.5271891636,582520.3365016341,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,0.65,162.5,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,300.0,700.0,1.5,,above_search_bound,False,True,energy,7568.014090960997,0.6542189550818825,11568.014090960998,2270404.2272882992,1952910.9269705054,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,0.65,162.5,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,500.0,700.0,1.5,,above_search_bound,False,True,energy,2745.038082655826,0.40697147280968066,6745.038082655827,1372519.041327913,1153080.50139187,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,0.65,162.5,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,700.0,700.0,1.5,,above_search_bound,False,True,specific_power,2217.914723811505,0.3566975139298711,6217.914723811506,1274385.3888116207,1065663.666496952,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,0.65,162.5,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1000.0,700.0,1.5,,above_search_bound,False,True,specific_power,2217.914723811505,0.3566975139298711,6217.914723811506,1274385.3888116207,1065663.666496952,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,0.65,162.5,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1500.0,700.0,1.5,,above_search_bound,False,True,specific_power,2217.914723811505,0.3566975139298711,6217.914723811506,1274385.3888116207,1065663.666496952,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,0.65,162.5,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,300.0,900.0,2.0,422.261,bounded,False,True,energy,2800.6621269985417,0.4118219777277199,6800.662126998542,840198.6380995625,1046335.9928768902,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,0.65,162.5,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,500.0,900.0,2.0,422.261,bounded,True,True,energy,1360.123341346124,0.2537485156087,5360.123341346124,680061.6706730621,832005.552757396,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,0.65,162.5,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,700.0,900.0,2.0,422.261,bounded,True,True,specific_power,1140.000934828944,0.22179002480412635,5140.000934828944,655591.8409138679,799254.6554085726,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,0.65,162.5,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1000.0,900.0,2.0,422.261,bounded,True,True,specific_power,1140.000934828944,0.22179002480412635,5140.000934828944,655591.8409138679,799254.6554085726,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,0.65,162.5,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1500.0,900.0,2.0,422.261,bounded,True,True,specific_power,1140.000934828944,0.22179002480412635,5140.000934828944,655591.8409138679,799254.6554085726,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,0.65,162.5,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,300.0,1300.0,3.0,268.595,bounded,True,True,energy,1468.786222653382,0.268576273208344,5468.786222653382,440635.86679601466,764046.1974661255,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,0.65,162.5,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,500.0,1300.0,3.0,268.595,bounded,True,True,energy,787.0673274707399,0.16441534526872617,4787.06732747074,393533.6637353699,673103.6430702299,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,0.65,162.5,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,700.0,1300.0,3.0,268.595,bounded,True,True,specific_power,560.7071101903128,0.12294302103669077,4560.707110190313,377893.6903833936,642906.7725442126,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,0.65,162.5,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1000.0,1300.0,3.0,268.595,bounded,True,True,specific_power,560.7071101903128,0.12294302103669077,4560.707110190313,377893.6903833936,642906.7725442126,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,0.65,162.5,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1500.0,1300.0,3.0,268.595,bounded,True,True,specific_power,560.7071101903128,0.12294302103669077,4560.707110190313,377893.6903833936,642906.7725442126,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,0.25,250.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,300.0,700.0,1.5,671.577,bounded,False,True,energy,13745.223414312337,0.8087697983856424,16995.223414312335,4123567.024293701,2852945.862313932,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,0.25,250.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,500.0,700.0,1.5,671.577,bounded,False,True,energy,3379.5506666027504,0.5097706973758703,6629.55066660275,1689775.3333013752,1133928.3462509462,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,0.25,250.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,700.0,700.0,1.5,671.577,bounded,True,True,energy,1926.6259458213149,0.3721779332687789,5176.625945821315,1348638.1620749205,892978.8948706792,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,0.25,250.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1000.0,700.0,1.5,671.577,bounded,True,True,specific_power,1822.614762135472,0.35930478611156874,5072.614762135472,1324217.0259122804,875729.9409108516,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,0.25,250.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1500.0,700.0,1.5,671.577,bounded,True,True,specific_power,1822.614762135472,0.35930478611156874,5072.614762135472,1324217.0259122804,875729.9409108516,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,0.25,250.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,300.0,900.0,2.0,381.227,bounded,False,True,energy,3644.36995123271,0.5286008695516983,6894.369951232709,1093310.985369813,1060278.2911474137,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,0.25,250.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,500.0,900.0,2.0,381.227,bounded,True,True,energy,1594.2013985586934,0.3290947810371839,4844.201398558694,797100.6992793467,755244.1345111863,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,0.25,250.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,700.0,900.0,2.0,381.227,bounded,True,True,energy,1020.2511960441742,0.23892065108237723,4270.251196044174,714175.837230922,669849.0062967953,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,0.25,250.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1000.0,900.0,2.0,381.227,bounded,True,True,specific_power,937.9628242365505,0.22396636828015243,4187.962824236551,702286.7340042895,657605.7360722455,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,0.25,250.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1500.0,900.0,2.0,381.227,bounded,True,True,specific_power,937.9628242365505,0.22396636828015243,4187.962824236551,702286.7340042895,657605.7360722455,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,0.25,250.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,300.0,1300.0,3.0,244.064,bounded,True,True,energy,1790.9409302894394,0.35527909472777885,5040.940930289439,537282.2790868318,706970.8434911233,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,0.25,250.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,500.0,1300.0,3.0,244.064,bounded,True,True,energy,912.9015196251112,0.219294526983507,4162.901519625111,456450.75981255557,589838.7664131395,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,0.25,250.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,700.0,1300.0,3.0,244.064,bounded,True,True,energy,612.5757752793825,0.15859255867545394,3862.5757752793825,428803.0426955677,549774.759680955,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,0.25,250.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1000.0,1300.0,3.0,244.064,bounded,True,True,specific_power,461.95901357437464,0.12445153943915405,3711.9590135743747,414937.3983361567,529682.2049643779,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,0.25,250.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1500.0,1300.0,3.0,244.064,bounded,True,True,specific_power,461.95901357437464,0.12445153943915405,3711.9590135743747,414937.3983361567,529682.2049643779,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,0.6,600.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,300.0,700.0,1.5,711.625,bounded,False,True,energy,15005.490360252457,0.8065087277844177,18605.490360252457,4501647.108075737,3119988.554957396,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,0.6,600.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,500.0,700.0,1.5,711.625,bounded,False,True,energy,3689.4136545564043,0.5061331170649449,7289.413654556404,1844706.8272782022,1243358.3985112458,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,0.6,600.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,700.0,700.0,1.5,711.625,bounded,False,True,energy,2103.273710904638,0.3687835824682913,5703.2737109046375,1472291.5976332466,980316.8632074271,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,0.6,600.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1000.0,700.0,1.5,711.625,bounded,True,True,specific_power,2007.0880775842877,0.3579555109198508,5607.088077584288,1449707.8496709415,964365.6795176986,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,0.6,600.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1500.0,700.0,1.5,711.625,bounded,True,True,specific_power,2007.0880775842877,0.3579555109198508,5607.088077584288,1449707.8496709415,964365.6795176986,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,300.0,900.0,2.0,438.451,bounded,False,True,energy,3969.5283903924437,0.5244089440804175,7569.528390392444,1190858.5171177331,1160731.6868461196,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,500.0,900.0,2.0,438.451,bounded,True,True,energy,1736.4394384388852,0.3253928876117558,5336.439438438885,868219.7192194426,828481.7339023047,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,700.0,900.0,2.0,438.451,bounded,True,True,energy,1111.2801779795464,0.2358764785787212,4711.280177979546,777896.1245856824,735467.4707006318,
